split,city,sample_id,view_index,condition,level,snr_db,objects
train,hanover,hanover_000000_036562,0,Clean,,,10
train,hanover,hanover_000000_036562,1,SevereJPEG,60.0,29.394112934242305,10
train,hanover,hanover_000000_036562,2,SevereJPEG,40.0,28.221451027100343,10
train,hanover,hanover_000000_036562,3,SevereJPEG,20.0,25.929457420810355,10
train,hanover,hanover_000000_037039,0,Clean,,,24
train,hanover,hanover_000000_037039,1,SevereJPEG,5.0,19.42738683553829,24
train,hanover,hanover_000000_037039,2,GaussNoise,5.0,26.02662795118394,24
train,hanover,hanover_000000_037039,3,GaussNoise,10.0,20.067187618894906,24
train,hanover,hanover_000000_037298,0,Clean,,,14
train,hanover,hanover_000000_037298,1,GaussNoise,20.0,13.263559276522043,14
train,hanover,hanover_000000_037298,2,GaussNoise,35.0,8.619657024705308,14
train,hanover,hanover_000000_037298,3,GaussNoise,50.0,5.873403742143775,14
train,hanover,hanover_000000_037516,0,Clean,,,10
train,hanover,hanover_000000_037516,1,LowLight,0.8,13.790977282393737,10
train,hanover,hanover_000000_037516,2,LowLight,0.6,7.864810534818835,10
train,hanover,hanover_000000_037516,3,LowLight,0.4,4.3738816443548,10
train,hanover,hanover_000000_038773,0,Clean,,,11
train,hanover,hanover_000000_038773,1,LowLight,0.25,2.4496330931869754,11
train,hanover,hanover_000000_038773,2,LowLight,0.1,0.8652811183112896,11
train,hanover,hanover_000000_038773,3,MotionBlur,3.0,32.15899560247726,11
train,hanover,hanover_000000_038855,0,Clean,,,21
train,hanover,hanover_000000_038855,1,MotionBlur,5.0,29.026748506215377,21
train,hanover,hanover_000000_038855,2,MotionBlur,9.0,25.719592282520594,21
train,hanover,hanover_000000_038855,3,MotionBlur,15.0,22.176005508559278,21
train,hanover,hanover_000000_038927,0,Clean,,,56
train,hanover,hanover_000000_038927,1,MotionBlur,25.0,20.003532364904967,56
train,hanover,hanover_000000_038927,2,SevereJPEG,80.0,33.714774436915945,56
train,hanover,hanover_000000_038927,3,SevereJPEG,60.0,31.976889071183056,56
train,hanover,hanover_000000_039021,0,Clean,,,42
train,hanover,hanover_000000_039021,1,SevereJPEG,40.0,29.08202549207045,42
train,hanover,hanover_000000_039021,2,SevereJPEG,20.0,26.321041998705272,42
train,hanover,hanover_000000_039021,3,SevereJPEG,5.0,19.552812353524978,42
train,hanover,hanover_000000_039470,0,Clean,,,22
train,hanover,hanover_000000_039470,1,GaussNoise,5.0,24.501025308555107,22
train,hanover,hanover_000000_039470,2,GaussNoise,10.0,18.534793508679297,22
train,hanover,hanover_000000_039470,3,GaussNoise,20.0,12.59821812124515,22
train,hanover,hanover_000000_040051,0,Clean,,,24
train,hanover,hanover_000000_040051,1,GaussNoise,35.0,9.698670132799226,24
train,hanover,hanover_000000_040051,2,GaussNoise,50.0,7.007874923679686,24
train,hanover,hanover_000000_040051,3,LowLight,0.8,13.849626735999923,24
train,hanover,hanover_000000_040133,0,Clean,,,49
train,hanover,hanover_000000_040133,1,LowLight,0.6,7.8744810529427065,49
train,hanover,hanover_000000_040133,2,LowLight,0.4,4.380580290929767,49
train,hanover,hanover_000000_040133,3,LowLight,0.25,2.45443375714053,49
train,hanover,hanover_000000_040221,0,Clean,,,30
train,hanover,hanover_000000_040221,1,LowLight,0.1,0.8739463001840091,30
train,hanover,hanover_000000_040221,2,MotionBlur,3.0,33.809178409200534,30
train,hanover,hanover_000000_040221,3,MotionBlur,5.0,27.840436406817727,30
train,hanover,hanover_000000_040294,0,Clean,,,43
train,hanover,hanover_000000_040294,1,MotionBlur,9.0,24.528268742307535,43
train,hanover,hanover_000000_040294,2,MotionBlur,15.0,21.851615787247397,43
train,hanover,hanover_000000_040294,3,MotionBlur,25.0,19.703273311361333,43
train,hanover,hanover_000000_040456,0,Clean,,,23
train,hanover,hanover_000000_040456,1,SevereJPEG,80.0,31.159688853225305,23
train,hanover,hanover_000000_040456,2,SevereJPEG,60.0,29.470773246801624,23
train,hanover,hanover_000000_040456,3,SevereJPEG,40.0,28.266538951324534,23
train,hanover,hanover_000000_040793,0,Clean,,,37
train,hanover,hanover_000000_040793,1,SevereJPEG,20.0,26.891582808022942,37
train,hanover,hanover_000000_040793,2,SevereJPEG,5.0,19.79594067996932,37
train,hanover,hanover_000000_040793,3,GaussNoise,5.0,26.29747249634612,37
train,hanover,hanover_000000_041232,0,Clean,,,33
train,hanover,hanover_000000_041232,1,GaussNoise,10.0,19.682501166803913,33
train,hanover,hanover_000000_041232,2,GaussNoise,20.0,13.748813314318472,33
train,hanover,hanover_000000_041232,3,GaussNoise,35.0,9.167898289908276,33
train,hanover,hanover_000000_041493,0,Clean,,,17
train,hanover,hanover_000000_041493,1,GaussNoise,50.0,8.271387114363161,17
train,hanover,hanover_000000_041493,2,LowLight,0.8,13.886187396723122,17
train,hanover,hanover_000000_041493,3,LowLight,0.6,7.912449616902224,17
train,hanover,hanover_000000_041610,0,Clean,,,15
train,hanover,hanover_000000_041610,1,LowLight,0.4,4.3879690599812315,15
train,hanover,hanover_000000_041610,2,LowLight,0.25,2.459848372182457,15
train,hanover,hanover_000000_041610,3,LowLight,0.1,0.8767819300120359,15
train,hanover,hanover_000000_042255,0,Clean,,,27
train,hanover,hanover_000000_042255,1,MotionBlur,3.0,31.120418043119304,27
train,hanover,hanover_000000_042255,2,MotionBlur,5.0,25.622625742651607,27
train,hanover,hanover_000000_042255,3,MotionBlur,9.0,22.482922931142895,27
train,hanover,hanover_000000_042382,0,Clean,,,20
train,hanover,hanover_000000_042382,1,MotionBlur,15.0,17.648860244732283,20
train,hanover,hanover_000000_042382,2,MotionBlur,25.0,15.464738998873592,20
train,hanover,hanover_000000_042382,3,SevereJPEG,80.0,29.19804588635122,20
train,hanover,hanover_000000_042581,0,Clean,,,14
train,hanover,hanover_000000_042581,1,SevereJPEG,60.0,29.889862644357276,14
train,hanover,hanover_000000_042581,2,SevereJPEG,40.0,28.550146831312276,14
train,hanover,hanover_000000_042581,3,SevereJPEG,20.0,25.994792688376652,14
train,hanover,hanover_000000_042770,0,Clean,,,26
train,hanover,hanover_000000_042770,1,SevereJPEG,5.0,20.028892847767285,26
train,hanover,hanover_000000_042770,2,GaussNoise,5.0,25.225944073674903,26
train,hanover,hanover_000000_042770,3,GaussNoise,10.0,19.247505303190056,26
train,hanover,hanover_000000_042992,0,Clean,,,27
train,hanover,hanover_000000_042992,1,GaussNoise,20.0,13.289844530653811,27
train,hanover,hanover_000000_042992,2,GaussNoise,35.0,8.676060184113275,27
train,hanover,hanover_000000_042992,3,GaussNoise,50.0,5.919253322917787,27
train,hanover,hanover_000000_043102,0,Clean,,,44
train,hanover,hanover_000000_043102,1,LowLight,0.8,13.833310121649532,44
train,hanover,hanover_000000_043102,2,LowLight,0.6,7.886003592007525,44
train,hanover,hanover_000000_043102,3,LowLight,0.4,4.388379022009406,44
train,hanover,hanover_000000_043236,0,Clean,,,25
train,hanover,hanover_000000_043236,1,LowLight,0.25,2.4553863447738586,25
train,hanover,hanover_000000_043236,2,LowLight,0.1,0.8767714977046399,25
train,hanover,hanover_000000_043236,3,MotionBlur,3.0,34.57011593816932,25
train,hanover,hanover_000000_043550,0,Clean,,,23
train,hanover,hanover_000000_043550,1,MotionBlur,5.0,27.90905819706172,23
train,hanover,hanover_000000_043550,2,MotionBlur,9.0,24.025956902509304,23
train,hanover,hanover_000000_043550,3,MotionBlur,15.0,20.880462316448472,23
train,hanover,hanover_000000_043653,0,Clean,,,19
train,hanover,hanover_000000_043653,1,MotionBlur,25.0,21.231554972217182,19
train,hanover,hanover_000000_043653,2,SevereJPEG,80.0,33.95813064197544,19
train,hanover,hanover_000000_043653,3,SevereJPEG,60.0,32.108549678454196,19
train,hanover,hanover_000000_043822,0,Clean,,,31
train,hanover,hanover_000000_043822,1,SevereJPEG,40.0,28.63441674839494,31
train,hanover,hanover_000000_043822,2,SevereJPEG,20.0,25.950483198221427,31
train,hanover,hanover_000000_043822,3,SevereJPEG,5.0,19.556528823554405,31
train,hanover,hanover_000000_044085,0,Clean,,,28
train,hanover,hanover_000000_044085,1,GaussNoise,5.0,25.867376751702928,28
train,hanover,hanover_000000_044085,2,GaussNoise,10.0,19.8955326740749,28
train,hanover,hanover_000000_044085,3,GaussNoise,20.0,13.955802343506177,28
train,hanover,hanover_000000_044195,0,Clean,,,25
train,hanover,hanover_000000_044195,1,GaussNoise,35.0,8.465116228852729,25
train,hanover,hanover_000000_044195,2,GaussNoise,50.0,5.726591084296244,25
train,hanover,hanover_000000_044195,3,LowLight,0.8,13.804109555860249,25
train,hanover,hanover_000000_044344,0,Clean,,,12
train,hanover,hanover_000000_044344,1,LowLight,0.6,7.895359329990571,12
train,hanover,hanover_000000_044344,2,LowLight,0.4,4.394537709981096,12
train,hanover,hanover_000000_044344,3,LowLight,0.25,2.459242703129255,12
train,hanover,hanover_000000_044622,0,Clean,,,12
train,hanover,hanover_000000_044622,1,LowLight,0.1,0.8739933202860608,12
train,hanover,hanover_000000_044622,2,MotionBlur,3.0,35.184597149562386,12
train,hanover,hanover_000000_044622,3,MotionBlur,5.0,29.22703412745973,12
train,hanover,hanover_000000_045004,0,Clean,,,26
train,hanover,hanover_000000_045004,1,MotionBlur,9.0,23.084052271845927,26
train,hanover,hanover_000000_045004,2,MotionBlur,15.0,19.81511475613399,26
train,hanover,hanover_000000_045004,3,MotionBlur,25.0,17.446640695182744,26
train,hanover,hanover_000000_045188,0,Clean,,,26
train,hanover,hanover_000000_045188,1,SevereJPEG,80.0,30.896476436741466,26
train,hanover,hanover_000000_045188,2,SevereJPEG,60.0,29.211081581618615,26
train,hanover,hanover_000000_045188,3,SevereJPEG,40.0,28.005564112633188,26
train,hanover,hanover_000000_045446,0,Clean,,,18
train,hanover,hanover_000000_045446,1,SevereJPEG,20.0,26.503576778030407,18
train,hanover,hanover_000000_045446,2,SevereJPEG,5.0,19.845468990568676,18
train,hanover,hanover_000000_045446,3,GaussNoise,5.0,26.549110596262015,18
train,hanover,hanover_000000_045657,0,Clean,,,8
train,hanover,hanover_000000_045657,1,GaussNoise,10.0,19.31958051724512,8
train,hanover,hanover_000000_045657,2,GaussNoise,20.0,13.369497351739861,8
train,hanover,hanover_000000_045657,3,GaussNoise,35.0,8.772577564196167,8
train,hanover,hanover_000000_045841,0,Clean,,,14
train,hanover,hanover_000000_045841,1,GaussNoise,50.0,6.79197025988969,14
train,hanover,hanover_000000_045841,2,LowLight,0.8,13.84452596932729,14
train,hanover,hanover_000000_045841,3,LowLight,0.6,7.891657570879495,14
train,hanover,hanover_000000_046200,0,Clean,,,7
train,hanover,hanover_000000_046200,1,LowLight,0.4,4.400826754209179,7
train,hanover,hanover_000000_046200,2,LowLight,0.25,2.4614937394900576,7
train,hanover,hanover_000000_046200,3,LowLight,0.1,0.8824583008580056,7
train,hanover,hanover_000000_046398,0,Clean,,,27
train,hanover,hanover_000000_046398,1,MotionBlur,3.0,29.503901833207266,27
train,hanover,hanover_000000_046398,2,MotionBlur,5.0,24.615288734828688,27
train,hanover,hanover_000000_046398,3,MotionBlur,9.0,21.25990013371601,27
train,hanover,hanover_000000_046572,0,Clean,,,18
train,hanover,hanover_000000_046572,1,MotionBlur,15.0,19.3206119490446,18
train,hanover,hanover_000000_046572,2,MotionBlur,25.0,16.681790762683633,18
train,hanover,hanover_000000_046572,3,SevereJPEG,80.0,32.15354275009256,18
train,hanover,hanover_000000_046646,0,Clean,,,12
train,hanover,hanover_000000_046646,1,SevereJPEG,60.0,31.498363868666118,12
train,hanover,hanover_000000_046646,2,SevereJPEG,40.0,30.182751353058237,12
train,hanover,hanover_000000_046646,3,SevereJPEG,20.0,26.855097445810596,12
train,hanover,hanover_000000_046732,0,Clean,,,12
train,hanover,hanover_000000_046732,1,SevereJPEG,5.0,20.933329405333684,12
train,hanover,hanover_000000_046732,2,GaussNoise,5.0,26.10680485219559,12
train,hanover,hanover_000000_046732,3,GaussNoise,10.0,20.13909475963866,12
train,hanover,hanover_000000_046954,0,Clean,,,14
train,hanover,hanover_000000_046954,1,GaussNoise,20.0,14.551335523669117,14
train,hanover,hanover_000000_046954,2,GaussNoise,35.0,9.919919811632735,14
train,hanover,hanover_000000_046954,3,GaussNoise,50.0,7.159741471483336,14
train,hanover,hanover_000000_047499,0,Clean,,,9
train,hanover,hanover_000000_047499,1,LowLight,0.8,13.841426822693716,9
train,hanover,hanover_000000_047499,2,LowLight,0.6,7.890841129491923,9
train,hanover,hanover_000000_047499,3,LowLight,0.4,4.3910549915124655,9
train,hanover,hanover_000000_047629,0,Clean,,,15
train,hanover,hanover_000000_047629,1,LowLight,0.25,2.45955073868365,15
train,hanover,hanover_000000_047629,2,LowLight,0.1,0.876183355537386,15
train,hanover,hanover_000000_047629,3,MotionBlur,3.0,35.940955748712554,15
train,hanover,hanover_000000_047870,0,Clean,,,18
train,hanover,hanover_000000_047870,1,MotionBlur,5.0,26.10265678757047,18
train,hanover,hanover_000000_047870,2,MotionBlur,9.0,22.825491025411452,18
train,hanover,hanover_000000_047870,3,MotionBlur,15.0,19.872590552218362,18
train,hanover,hanover_000000_048274,0,Clean,,,19
train,hanover,hanover_000000_048274,1,MotionBlur,25.0,15.04485026545833,19
train,hanover,hanover_000000_048274,2,SevereJPEG,80.0,30.725829269890205,19
train,hanover,hanover_000000_048274,3,SevereJPEG,60.0,29.07935349980481,19
train,hanover,hanover_000000_048379,0,Clean,,,22
train,hanover,hanover_000000_048379,1,SevereJPEG,40.0,27.673267168828623,22
train,hanover,hanover_000000_048379,2,SevereJPEG,20.0,25.13814657587313,22
train,hanover,hanover_000000_048379,3,SevereJPEG,5.0,18.346700277191076,22
train,hanover,hanover_000000_048508,0,Clean,,,12
train,hanover,hanover_000000_048508,1,GaussNoise,5.0,26.128099561188144,12
train,hanover,hanover_000000_048508,2,GaussNoise,10.0,20.199245853344628,12
train,hanover,hanover_000000_048508,3,GaussNoise,20.0,14.361786502824145,12
train,hanover,hanover_000000_048765,0,Clean,,,10
train,hanover,hanover_000000_048765,1,GaussNoise,35.0,8.995679680198842,10
train,hanover,hanover_000000_048765,2,GaussNoise,50.0,6.239700430846941,10
train,hanover,hanover_000000_048765,3,LowLight,0.8,13.825689556449285,10
train,hanover,hanover_000000_049005,0,Clean,,,28
train,hanover,hanover_000000_049005,1,LowLight,0.6,7.8873933060742285,28
train,hanover,hanover_000000_049005,2,LowLight,0.4,4.389226702931993,28
train,hanover,hanover_000000_049005,3,LowLight,0.25,2.4627484572443925,28
train,hanover,hanover_000000_049269,0,Clean,,,14
train,hanover,hanover_000000_049269,1,LowLight,0.1,0.8841076208798049,14
train,hanover,hanover_000000_049269,2,MotionBlur,3.0,30.89245236699934,14
train,hanover,hanover_000000_049269,3,MotionBlur,5.0,25.936042144528336,14
train,hanover,hanover_000000_049465,0,Clean,,,19
train,hanover,hanover_000000_049465,1,MotionBlur,9.0,23.795229782965958,19
train,hanover,hanover_000000_049465,2,MotionBlur,15.0,20.536709080555077,19
train,hanover,hanover_000000_049465,3,MotionBlur,25.0,18.083038218876023,19
train,hanover,hanover_000000_050228,0,Clean,,,10
train,hanover,hanover_000000_050228,1,SevereJPEG,80.0,31.067697177099966,10
train,hanover,hanover_000000_050228,2,SevereJPEG,60.0,29.413183176872582,10
train,hanover,hanover_000000_050228,3,SevereJPEG,40.0,28.238422486014635,10
train,hanover,hanover_000000_050398,0,Clean,,,21
train,hanover,hanover_000000_050398,1,SevereJPEG,20.0,25.39503895339079,21
train,hanover,hanover_000000_050398,2,SevereJPEG,5.0,18.76834776497833,21
train,hanover,hanover_000000_050398,3,GaussNoise,5.0,25.935141704352503,21
train,hanover,hanover_000000_051059,0,Clean,,,12
train,hanover,hanover_000000_051059,1,GaussNoise,10.0,20.236786010133557,12
train,hanover,hanover_000000_051059,2,GaussNoise,20.0,14.337799933705611,12
train,hanover,hanover_000000_051059,3,GaussNoise,35.0,9.788486547745965,12
train,hanover,hanover_000000_051152,0,Clean,,,14
train,hanover,hanover_000000_051152,1,GaussNoise,50.0,7.382771761658315,14
train,hanover,hanover_000000_051152,2,LowLight,0.8,13.844433155512338,14
train,hanover,hanover_000000_051152,3,LowLight,0.6,7.891537193441191,14
train,hanover,hanover_000000_051271,0,Clean,,,21
train,hanover,hanover_000000_051271,1,LowLight,0.4,4.394311855574383,21
train,hanover,hanover_000000_051271,2,LowLight,0.25,2.4634401259048317,21
train,hanover,hanover_000000_051271,3,LowLight,0.1,0.8813360348632854,21
train,hanover,hanover_000000_051536,0,Clean,,,22
train,hanover,hanover_000000_051536,1,MotionBlur,3.0,32.25898598952539,22
train,hanover,hanover_000000_051536,2,MotionBlur,5.0,26.672730207661317,22
train,hanover,hanover_000000_051536,3,MotionBlur,9.0,23.651556623345535,22
train,hanover,hanover_000000_051842,0,Clean,,,25
train,hanover,hanover_000000_051842,1,MotionBlur,15.0,18.518778228701727,25
train,hanover,hanover_000000_051842,2,MotionBlur,25.0,16.122794438249496,25
train,hanover,hanover_000000_051842,3,SevereJPEG,80.0,30.276050776321227,25
train,hanover,hanover_000000_052013,0,Clean,,,20
train,hanover,hanover_000000_052013,1,SevereJPEG,60.0,30.688419723453684,20
train,hanover,hanover_000000_052013,2,SevereJPEG,40.0,29.451850947947264,20
train,hanover,hanover_000000_052013,3,SevereJPEG,20.0,26.409322260444526,20
train,hanover,hanover_000000_052512,0,Clean,,,7
train,hanover,hanover_000000_052512,1,SevereJPEG,5.0,18.720074694429965,7
train,hanover,hanover_000000_052512,2,GaussNoise,5.0,24.595857736509505,7
train,hanover,hanover_000000_052512,3,GaussNoise,10.0,18.61870114259038,7
train,hanover,hanover_000000_052649,0,Clean,,,27
train,hanover,hanover_000000_052649,1,GaussNoise,20.0,11.76952464760417,27
train,hanover,hanover_000000_052649,2,GaussNoise,35.0,7.25533004009969,27
train,hanover,hanover_000000_052649,3,GaussNoise,50.0,4.534329468965659,27
train,hanover,hanover_000000_052729,0,Clean,,,25
train,hanover,hanover_000000_052729,1,LowLight,0.8,13.83384430566829,25
train,hanover,hanover_000000_052729,2,LowLight,0.6,7.886279959077916,25
train,hanover,hanover_000000_052729,3,LowLight,0.4,4.388464095591005,25
train,hanover,hanover_000000_052887,0,Clean,,,38
train,hanover,hanover_000000_052887,1,LowLight,0.25,2.464118104708724,38
train,hanover,hanover_000000_052887,2,LowLight,0.1,0.8816755106202456,38
train,hanover,hanover_000000_052887,3,MotionBlur,3.0,31.27577993094491,38
train,hanover,hanover_000000_053027,0,Clean,,,30
train,hanover,hanover_000000_053027,1,MotionBlur,5.0,25.360123851109215,30
train,hanover,hanover_000000_053027,2,MotionBlur,9.0,21.74015302537891,30
train,hanover,hanover_000000_053027,3,MotionBlur,15.0,18.735942492005037,30
train,hanover,hanover_000000_053437,0,Clean,,,37
train,hanover,hanover_000000_053437,1,MotionBlur,25.0,17.039861837890744,37
train,hanover,hanover_000000_053437,2,SevereJPEG,80.0,31.21697614196536,37
train,hanover,hanover_000000_053437,3,SevereJPEG,60.0,29.601693550563468,37
train,hanover,hanover_000000_053604,0,Clean,,,25
train,hanover,hanover_000000_053604,1,SevereJPEG,40.0,29.15720611426856,25
train,hanover,hanover_000000_053604,2,SevereJPEG,20.0,26.572883074784013,25
train,hanover,hanover_000000_053604,3,SevereJPEG,5.0,19.743422469503475,25
train,hanover,hanover_000000_054276,0,Clean,,,5
train,hanover,hanover_000000_054276,1,GaussNoise,5.0,27.594151753024594,5
train,hanover,hanover_000000_054276,2,GaussNoise,10.0,21.714728018913533,5
train,hanover,hanover_000000_054276,3,GaussNoise,20.0,15.98051105016076,5
train,hanover,hanover_000000_054965,0,Clean,,,10
train,hanover,hanover_000000_054965,1,GaussNoise,35.0,10.416218168712462,10
train,hanover,hanover_000000_054965,2,GaussNoise,50.0,7.6546027263771945,10
train,hanover,hanover_000000_054965,3,LowLight,0.8,13.85308916101437,10
train,hanover,hanover_000000_055124,0,Clean,,,16
train,hanover,hanover_000000_055124,1,LowLight,0.6,7.897816391650201,16
train,hanover,hanover_000000_055124,2,LowLight,0.4,4.396198949597744,16
train,hanover,hanover_000000_055124,3,LowLight,0.25,2.464461273172831,16
train,hanover,hanover_000000_055592,0,Clean,,,10
train,hanover,hanover_000000_055592,1,LowLight,0.1,0.8799929596359544,10
train,hanover,hanover_000000_055592,2,MotionBlur,3.0,34.34821179015628,10
train,hanover,hanover_000000_055592,3,MotionBlur,5.0,28.039529607905965,10
train,hanover,hanover_000000_055800,0,Clean,,,17
train,hanover,hanover_000000_055800,1,MotionBlur,9.0,23.8629406052138,17
train,hanover,hanover_000000_055800,2,MotionBlur,15.0,20.438257496112744,17
train,hanover,hanover_000000_055800,3,MotionBlur,25.0,17.720894039715873,17
train,hanover,hanover_000000_055937,0,Clean,,,10
train,hanover,hanover_000000_055937,1,SevereJPEG,80.0,31.806996612529982,10
train,hanover,hanover_000000_055937,2,SevereJPEG,60.0,30.123956940768476,10
train,hanover,hanover_000000_055937,3,SevereJPEG,40.0,28.88470434917425,10
train,hanover,hanover_000000_056142,0,Clean,,,20
train,hanover,hanover_000000_056142,1,SevereJPEG,20.0,26.372552638066296,20
train,hanover,hanover_000000_056142,2,SevereJPEG,5.0,19.32301411379094,20
train,hanover,hanover_000000_056142,3,GaussNoise,5.0,25.77578601942017,20
train,hanover,hanover_000000_056361,0,Clean,,,31
train,hanover,hanover_000000_056361,1,GaussNoise,10.0,20.199025523257358,31
train,hanover,hanover_000000_056361,2,GaussNoise,20.0,14.279637376069905,31
train,hanover,hanover_000000_056361,3,GaussNoise,35.0,9.608445319995214,31
train,hanover,hanover_000000_056457,0,Clean,,,28
train,hanover,hanover_000000_056457,1,GaussNoise,50.0,6.622745912870787,28
train,hanover,hanover_000000_056457,2,LowLight,0.8,13.827845161963824,28
train,hanover,hanover_000000_056457,3,LowLight,0.6,7.883313464564459,28
train,hanover,hanover_000000_056601,0,Clean,,,32
train,hanover,hanover_000000_056601,1,LowLight,0.4,4.384172873491226,32
train,hanover,hanover_000000_056601,2,LowLight,0.25,2.459179495623054,32
train,hanover,hanover_000000_056601,3,LowLight,0.1,0.8752477693559166,32
train,hanover,hanover_000000_056800,0,Clean,,,17
train,hanover,hanover_000000_056800,1,MotionBlur,3.0,28.290877271524852,17
train,hanover,hanover_000000_056800,2,MotionBlur,5.0,23.302975736316007,17
train,hanover,hanover_000000_056800,3,MotionBlur,9.0,20.24642671323778,17
train,hanover,hanover_000000_057532,0,Clean,,,16
train,hanover,hanover_000000_057532,1,MotionBlur,15.0,17.6854619247641,16
train,hanover,hanover_000000_057532,2,MotionBlur,25.0,15.266352343162366,16
train,hanover,hanover_000000_057532,3,SevereJPEG,80.0,29.04039461314784,16
train,hanover,hanover_000000_057710,0,Clean,,,18
train,hanover,hanover_000000_057710,1,SevereJPEG,60.0,27.661699718675937,18
train,hanover,hanover_000000_057710,2,SevereJPEG,40.0,26.46998884751698,18
train,hanover,hanover_000000_057710,3,SevereJPEG,20.0,24.037317552821133,18
train,hanover,hanover_000000_058189,0,Clean,,,8
train,hanover,hanover_000000_058189,1,SevereJPEG,5.0,17.62245853740509,8
train,hanover,hanover_000000_058189,2,GaussNoise,5.0,25.11954646549233,8
train,hanover,hanover_000000_058189,3,GaussNoise,10.0,19.167146564983724,8
train,jena,jena_000000_000019,0,Clean,,,9
train,jena,jena_000000_000019,1,GaussNoise,20.0,12.809087810026211,9
train,jena,jena_000000_000019,2,GaussNoise,35.0,8.36367119520274,9
train,jena,jena_000000_000019,3,GaussNoise,50.0,5.726232052848377,9
train,jena,jena_000001_000019,0,Clean,,,1
train,jena,jena_000001_000019,1,LowLight,0.8,13.834857533139838,1
train,jena,jena_000001_000019,2,LowLight,0.6,7.887018280741525,1
train,jena,jena_000001_000019,3,LowLight,0.4,4.389027052225644,1
train,jena,jena_000002_000019,0,Clean,,,2
train,jena,jena_000002_000019,1,LowLight,0.25,2.4582886211657278,2
train,jena,jena_000002_000019,2,LowLight,0.1,0.8751464463295062,2
train,jena,jena_000002_000019,3,MotionBlur,3.0,36.21413970664317,2
train,jena,jena_000003_000019,0,Clean,,,4
train,jena,jena_000003_000019,1,MotionBlur,5.0,29.63443856197784,4
train,jena,jena_000003_000019,2,MotionBlur,9.0,26.422214909522353,4
train,jena,jena_000003_000019,3,MotionBlur,15.0,23.29202939294221,4
train,jena,jena_000004_000019,0,Clean,,,12
train,jena,jena_000004_000019,1,MotionBlur,25.0,20.728117209711975,12
train,jena,jena_000004_000019,2,SevereJPEG,80.0,32.090777988724724,12
train,jena,jena_000004_000019,3,SevereJPEG,60.0,30.151216555228654,12
train,jena,jena_000005_000019,0,Clean,,,14
train,jena,jena_000005_000019,1,SevereJPEG,40.0,27.87922441801215,14
train,jena,jena_000005_000019,2,SevereJPEG,20.0,25.219175449377783,14
train,jena,jena_000005_000019,3,SevereJPEG,5.0,17.77926252337877,14
train,jena,jena_000006_000019,0,Clean,,,13
train,jena,jena_000006_000019,1,GaussNoise,5.0,23.910845720753485,13
train,jena,jena_000006_000019,2,GaussNoise,10.0,17.953928148655145,13
train,jena,jena_000006_000019,3,GaussNoise,20.0,12.081555286730289,13
train,jena,jena_000007_000019,0,Clean,,,24
train,jena,jena_000007_000019,1,GaussNoise,35.0,7.376493193043681,24
train,jena,jena_000007_000019,2,GaussNoise,50.0,4.691417139996533,24
train,jena,jena_000007_000019,3,LowLight,0.8,13.78921872720202,24
train,jena,jena_000008_000019,0,Clean,,,24
train,jena,jena_000008_000019,1,LowLight,0.6,7.849650038671166,24
train,jena,jena_000008_000019,2,LowLight,0.4,4.363706563675391,24
train,jena,jena_000008_000019,3,LowLight,0.25,2.4430223150801695,24
train,jena,jena_000009_000019,0,Clean,,,18
train,jena,jena_000009_000019,1,LowLight,0.1,0.8653728210294026,18
train,jena,jena_000009_000019,2,MotionBlur,3.0,36.16400844299062,18
train,jena,jena_000009_000019,3,MotionBlur,5.0,29.150733969989506,18
train,jena,jena_000010_000019,0,Clean,,,15
train,jena,jena_000010_000019,1,MotionBlur,9.0,24.427116453784063,15
train,jena,jena_000010_000019,2,MotionBlur,15.0,20.964450004588727,15
train,jena,jena_000010_000019,3,MotionBlur,25.0,18.24748203026529,15
train,jena,jena_000011_000019,0,Clean,,,25
train,jena,jena_000011_000019,1,SevereJPEG,80.0,30.441576156440952,25
train,jena,jena_000011_000019,2,SevereJPEG,60.0,28.515164551905126,25
train,jena,jena_000011_000019,3,SevereJPEG,40.0,27.137818454941684,25
train,jena,jena_000012_000019,0,Clean,,,11
train,jena,jena_000012_000019,1,SevereJPEG,20.0,24.627001310683575,11
train,jena,jena_000012_000019,2,SevereJPEG,5.0,16.75216032525555,11
train,jena,jena_000012_000019,3,GaussNoise,5.0,23.62704752054752,11
train,jena,jena_000013_000019,0,Clean,,,17
train,jena,jena_000013_000019,1,GaussNoise,10.0,18.01888191560935,17
train,jena,jena_000013_000019,2,GaussNoise,20.0,12.202201988756983,17
train,jena,jena_000013_000019,3,GaussNoise,35.0,7.76992864233709,17
train,jena,jena_000014_000019,0,Clean,,,4
train,jena,jena_000014_000019,1,GaussNoise,50.0,6.00698688922361,4
train,jena,jena_000014_000019,2,LowLight,0.8,13.825964229569497,4
train,jena,jena_000014_000019,3,LowLight,0.6,7.881883923057625,4
train,jena,jena_000015_000019,0,Clean,,,5
train,jena,jena_000015_000019,1,LowLight,0.4,4.391239713966948,5
train,jena,jena_000015_000019,2,LowLight,0.25,2.461240670248202,5
train,jena,jena_000015_000019,3,LowLight,0.1,0.8792928362861868,5
train,jena,jena_000016_000019,0,Clean,,,5
train,jena,jena_000016_000019,1,MotionBlur,3.0,34.32087437754883,5
train,jena,jena_000016_000019,2,MotionBlur,5.0,27.542461551745625,5
train,jena,jena_000016_000019,3,MotionBlur,9.0,23.82652435383295,5
